,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
37,114,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 220, 'speed': 3}, {'layer': '900mb', 'direction': 220, 'speed': 3}, {'layer': '850mb', 'direction': 230, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 4}, {'layer': '750mb', 'direction': 250, 'speed': 5}, {'layer': '700mb', 'direction': 250, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 6}, {'layer': '600mb', 'direction': 255, 'speed': 6}, {'layer': '550mb', 'direction': 260, 'speed': 6}, {'layer': '500mb', 'direction': 260, 'speed': 7}, {'layer': '450mb', 'direction': 265, 'speed': 7}, {'layer': '400mb', 'direction': 265, 'speed': 7}, {'layer': '350mb', 'direction': 265, 'speed': 7}, {'layer': '300mb', 'direction': 265, 'speed': 9}, {'layer': '250mb', 'direction': 275, 'speed': 12}, {'layer': '200mb', 'direction': 275, 'speed': 13}]",20,6,8,1021,rain,6,0,220,3,south africa
38,117,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 215, 'speed': 3}, {'layer': '900mb', 'direction': 215, 'speed': 3}, {'layer': '850mb', 'direction': 235, 'speed': 3}, {'layer': '800mb', 'direction': 245, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 5}, {'layer': '700mb', 'direction': 245, 'speed': 5}, {'layer': '650mb', 'direction': 250, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 6}, {'layer': '550mb', 'direction': 255, 'speed': 6}, {'layer': '500mb', 'direction': 260, 'speed': 7}, {'layer': '450mb', 'direction': 260, 'speed': 7}, {'layer': '400mb', 'direction': 260, 'speed': 7}, {'layer': '350mb', 'direction': 260, 'speed': 9}, {'layer': '300mb', 'direction': 270, 'speed': 9}, {'layer': '250mb', 'direction': 270, 'speed': 12}, {'layer': '200mb', 'direction': 275, 'speed': 13}]",20,6,8,1022,rain,6,0,210,3,south africa
39,120,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 205, 'speed': 3}, {'layer': '900mb', 'direction': 205, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 225, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 4}, {'layer': '700mb', 'direction': 250, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 6}, {'layer': '550mb', 'direction': 260, 'speed': 6}, {'layer': '500mb', 'direction': 255, 'speed': 7}, {'layer': '450mb', 'direction': 260, 'speed': 7}, {'layer': '400mb', 'direction': 265, 'speed': 7}, {'layer': '350mb', 'direction': 265, 'speed': 8}, {'layer': '300mb', 'direction': 270, 'speed': 9}, {'layer': '250mb', 'direction': 270, 'speed': 12}, {'layer': '200mb', 'direction': 280, 'speed': 13}]",18,6,8,1022,rain,6,0,205,3,south africa
40,123,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 12}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 205, 'speed': 3}, {'layer': '900mb', 'direction': 210, 'speed': 3}, {'layer': '850mb', 'direction': 245, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 4}, {'layer': '700mb', 'direction': 250, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 6}, {'layer': '550mb', 'direction': 260, 'speed': 6}, {'layer': '500mb', 'direction': 260, 'speed': 6}, {'layer': '450mb', 'direction': 265, 'speed': 7}, {'layer': '400mb', 'direction': 270, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 8}, {'layer': '300mb', 'direction': 275, 'speed': 10}, {'layer': '250mb', 'direction': 280, 'speed': 13}, {'layer': '200mb', 'direction': 275, 'speed': 13}]",18,6,7,1022,rain,6,0,200,3,south africa
41,126,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 9}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 200, 'speed': 3}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 230, 'speed': 3}, {'layer': '750mb', 'direction': 250, 'speed': 4}, {'layer': '700mb', 'direction': 255, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 6}, {'layer': '550mb', 'direction': 255, 'speed': 6}, {'layer': '500mb', 'direction': 265, 'speed': 7}, {'layer': '450mb', 'direction': 270, 'speed': 7}, {'layer': '400mb', 'direction': 275, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 8}, {'layer': '300mb', 'direction': 280, 'speed': 9}, {'layer': '250mb', 'direction': 285, 'speed': 13}, {'layer': '200mb', 'direction': 280, 'speed': 13}]",18,6,7,1022,rain,6,0,205,3,south africa
42,129,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 190, 'speed': 3}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 200, 'speed': 3}, {'layer': '800mb', 'direction': 210, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 4}, {'layer': '700mb', 'direction': 245, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 6}, {'layer': '550mb', 'direction': 265, 'speed': 6}, {'layer': '500mb', 'direction': 275, 'speed': 6}, {'layer': '450mb', 'direction': 280, 'speed': 7}, {'layer': '400mb', 'direction': 270, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 8}, {'layer': '300mb', 'direction': 290, 'speed': 10}, {'layer': '250mb', 'direction': 285, 'speed': 13}, {'layer': '200mb', 'direction': 275, 'speed': 13}]",18,2,9,1023,rain,6,0,190,3,south africa
43,132,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 16}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 160, 'speed': 3}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 200, 'speed': 2}, {'layer': '800mb', 'direction': 220, 'speed': 3}, {'layer': '750mb', 'direction': 230, 'speed': 4}, {'layer': '700mb', 'direction': 245, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 6}, {'layer': '550mb', 'direction': 270, 'speed': 6}, {'layer': '500mb', 'direction': 280, 'speed': 6}, {'layer': '450mb', 'direction': 275, 'speed': 7}, {'layer': '400mb', 'direction': 285, 'speed': 7}, {'layer': '350mb', 'direction': 275, 'speed': 9}, {'layer': '300mb', 'direction': 285, 'speed': 10}, {'layer': '250mb', 'direction': 290, 'speed': 13}, {'layer': '200mb', 'direction': 285, 'speed': 13}]",18,6,9,1025,rain,6,0,160,3,south africa
44,135,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 14}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 175, 'speed': 4}, {'layer': '900mb', 'direction': 175, 'speed': 3}, {'layer': '850mb', 'direction': 195, 'speed': 3}, {'layer': '800mb', 'direction': 240, 'speed': 2}, {'layer': '750mb', 'direction': 235, 'speed': 3}, {'layer': '700mb', 'direction': 250, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 6}, {'layer': '550mb', 'direction': 270, 'speed': 6}, {'layer': '500mb', 'direction': 270, 'speed': 7}, {'layer': '450mb', 'direction': 280, 'speed': 7}, {'layer': '400mb', 'direction': 275, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 8}, {'layer': '300mb', 'direction': 290, 'speed': 10}, {'layer': '250mb', 'direction': 285, 'speed': 13}, {'layer': '200mb', 'direction': 285, 'speed': 13}]",18,2,9,1024,rain,6,0,175,3,south africa
45,138,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 185, 'speed': 3}, {'layer': '900mb', 'direction': 190, 'speed': 3}, {'layer': '850mb', 'direction': 220, 'speed': 3}, {'layer': '800mb', 'direction': 240, 'speed': 3}, {'layer': '750mb', 'direction': 230, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 5}, {'layer': '650mb', 'direction': 240, 'speed': 5}, {'layer': '600mb', 'direction': 250, 'speed': 5}, {'layer': '550mb', 'direction': 260, 'speed': 6}, {'layer': '500mb', 'direction': 265, 'speed': 7}, {'layer': '450mb', 'direction': 265, 'speed': 7}, {'layer': '400mb', 'direction': 270, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 7}, {'layer': '300mb', 'direction': 285, 'speed': 10}, {'layer': '250mb', 'direction': 285, 'speed': 13}, {'layer': '200mb', 'direction': 285, 'speed': 13}]",18,6,7,1024,rain,6,0,180,3,south africa
46,141,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 165, 'speed': 3}, {'layer': '900mb', 'direction': 170, 'speed': 3}, {'layer': '850mb', 'direction': 195, 'speed': 3}, {'layer': '800mb', 'direction': 220, 'speed': 3}, {'layer': '750mb', 'direction': 225, 'speed': 3}, {'layer': '700mb', 'direction': 230, 'speed': 4}, {'layer': '650mb', 'direction': 230, 'speed': 5}, {'layer': '600mb', 'direction': 225, 'speed': 5}, {'layer': '550mb', 'direction': 240, 'speed': 6}, {'layer': '500mb', 'direction': 250, 'speed': 6}, {'layer': '450mb', 'direction': 250, 'speed': 7}, {'layer': '400mb', 'direction': 265, 'speed': 7}, {'layer': '350mb', 'direction': 270, 'speed': 8}, {'layer': '300mb', 'direction': 280, 'speed': 9}, {'layer': '250mb', 'direction': 280, 'speed': 12}, {'layer': '200mb', 'direction': 285, 'speed': 11}]",18,6,7,1026,rain,6,0,170,3,south africa
47,144,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 145, 'speed': 3}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 145, 'speed': 3}, {'layer': '800mb', 'direction': 150, 'speed': 3}, {'layer': '750mb', 'direction': 200, 'speed': 3}, {'layer': '700mb', 'direction': 220, 'speed': 4}, {'layer': '650mb', 'direction': 225, 'speed': 5}, {'layer': '600mb', 'direction': 225, 'speed': 5}, {'layer': '550mb', 'direction': 220, 'speed': 5}, {'layer': '500mb', 'direction': 225, 'speed': 6}, {'layer': '450mb', 'direction': 235, 'speed': 7}, {'layer': '400mb', 'direction': 240, 'speed': 7}, {'layer': '350mb', 'direction': 260, 'speed': 7}, {'layer': '300mb', 'direction': 265, 'speed': 8}, {'layer': '250mb', 'direction': 275, 'speed': 10}, {'layer': '200mb', 'direction': 280, 'speed': 9}]",18,2,9,1027,rain,6,0,145,3,south africa
48,147,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 150, 'speed': 4}, {'layer': '900mb', 'direction': 150, 'speed': 3}, {'layer': '850mb', 'direction': 145, 'speed': 2}, {'layer': '800mb', 'direction': 250, 'speed': 2}, {'layer': '750mb', 'direction': 210, 'speed': 4}, {'layer': '700mb', 'direction': 225, 'speed': 5}, {'layer': '650mb', 'direction': 230, 'speed': 5}, {'layer': '600mb', 'direction': 225, 'speed': 5}, {'layer': '550mb', 'direction': 225, 'speed': 6}, {'layer': '500mb', 'direction': 215, 'speed': 6}, {'layer': '450mb', 'direction': 215, 'speed': 7}, {'layer': '400mb', 'direction': 215, 'speed': 7}, {'layer': '350mb', 'direction': 220, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 7}, {'layer': '250mb', 'direction': 265, 'speed': 7}, {'layer': '200mb', 'direction': 280, 'speed': 10}]",18,6,9,1027,rain,6,0,150,4,south africa
49,150,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 160, 'speed': 3}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 175, 'speed': 3}, {'layer': '800mb', 'direction': 220, 'speed': 3}, {'layer': '750mb', 'direction': 195, 'speed': 4}, {'layer': '700mb', 'direction': 205, 'speed': 4}, {'layer': '650mb', 'direction': 215, 'speed': 5}, {'layer': '600mb', 'direction': 220, 'speed': 5}, {'layer': '550mb', 'direction': 225, 'speed': 6}, {'layer': '500mb', 'direction': 220, 'speed': 6}, {'layer': '450mb', 'direction': 220, 'speed': 6}, {'layer': '400mb', 'direction': 220, 'speed': 7}, {'layer': '350mb', 'direction': 205, 'speed': 7}, {'layer': '300mb', 'direction': 215, 'speed': 7}, {'layer': '250mb', 'direction': 245, 'speed': 7}, {'layer': '200mb', 'direction': 275, 'speed': 9}]",18,6,8,1027,rain,6,0,160,4,south africa
50,153,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 8}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 155, 'speed': 3}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 160, 'speed': 3}, {'layer': '800mb', 'direction': 180, 'speed': 3}, {'layer': '750mb', 'direction': 175, 'speed': 3}, {'layer': '700mb', 'direction': 180, 'speed': 4}, {'layer': '650mb', 'direction': 195, 'speed': 5}, {'layer': '600mb', 'direction': 210, 'speed': 5}, {'layer': '550mb', 'direction': 215, 'speed': 6}, {'layer': '500mb', 'direction': 215, 'speed': 6}, {'layer': '450mb', 'direction': 215, 'speed': 7}, {'layer': '400mb', 'direction': 205, 'speed': 7}, {'layer': '350mb', 'direction': 205, 'speed': 7}, {'layer': '300mb', 'direction': 205, 'speed': 7}, {'layer': '250mb', 'direction': 235, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 8}]",18,10,6,1028,none,6,0,155,3,south africa
51,156,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': -4}, {'layer': '750mb', 'rh': -4}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 135, 'speed': 4}, {'layer': '900mb', 'direction': 130, 'speed': 3}, {'layer': '850mb', 'direction': 130, 'speed': 3}, {'layer': '800mb', 'direction': 165, 'speed': 3}, {'layer': '750mb', 'direction': 170, 'speed': 3}, {'layer': '700mb', 'direction': 185, 'speed': 4}, {'layer': '650mb', 'direction': 190, 'speed': 4}, {'layer': '600mb', 'direction': 200, 'speed': 5}, {'layer': '550mb', 'direction': 205, 'speed': 6}, {'layer': '500mb', 'direction': 210, 'speed': 6}, {'layer': '450mb', 'direction': 210, 'speed': 6}, {'layer': '400mb', 'direction': 205, 'speed': 6}, {'layer': '350mb', 'direction': 205, 'speed': 7}, {'layer': '300mb', 'direction': 210, 'speed': 6}, {'layer': '250mb', 'direction': 230, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",18,10,8,1030,none,6,0,140,4,south africa
52,159,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 8}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': -3}, {'layer': '750mb', 'rh': -4}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 120, 'speed': 3}, {'layer': '900mb', 'direction': 120, 'speed': 3}, {'layer': '850mb', 'direction': 120, 'speed': 3}, {'layer': '800mb', 'direction': 155, 'speed': 3}, {'layer': '750mb', 'direction': 185, 'speed': 3}, {'layer': '700mb', 'direction': 180, 'speed': 3}, {'layer': '650mb', 'direction': 190, 'speed': 4}, {'layer': '600mb', 'direction': 195, 'speed': 5}, {'layer': '550mb', 'direction': 200, 'speed': 6}, {'layer': '500mb', 'direction': 210, 'speed': 6}, {'layer': '450mb', 'direction': 205, 'speed': 6}, {'layer': '400mb', 'direction': 205, 'speed': 6}, {'layer': '350mb', 'direction': 205, 'speed': 6}, {'layer': '300mb', 'direction': 205, 'speed': 7}, {'layer': '250mb', 'direction': 225, 'speed': 7}, {'layer': '200mb', 'direction': 255, 'speed': 6}]",18,10,6,1029,none,6,0,125,3,south africa
53,162,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -4}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 135, 'speed': 3}, {'layer': '900mb', 'direction': 130, 'speed': 3}, {'layer': '850mb', 'direction': 130, 'speed': 3}, {'layer': '800mb', 'direction': 150, 'speed': 3}, {'layer': '750mb', 'direction': 170, 'speed': 3}, {'layer': '700mb', 'direction': 180, 'speed': 3}, {'layer': '650mb', 'direction': 185, 'speed': 4}, {'layer': '600mb', 'direction': 195, 'speed': 5}, {'layer': '550mb', 'direction': 200, 'speed': 5}, {'layer': '500mb', 'direction': 210, 'speed': 5}, {'layer': '450mb', 'direction': 215, 'speed': 5}, {'layer': '400mb', 'direction': 210, 'speed': 6}, {'layer': '350mb', 'direction': 210, 'speed': 6}, {'layer': '300mb', 'direction': 220, 'speed': 6}, {'layer': '250mb', 'direction': 220, 'speed': 7}, {'layer': '200mb', 'direction': 235, 'speed': 6}]",18,10,8,1029,none,6,0,140,3,south africa
