,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,index,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
134,14,15,12,5,3,0,0,-2,-2,-1,4,16,16,15,16,15,6,6,6,7,7,7,6,6,7,9,12,11,11,12,13,13,6,21,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 340, 'speed': 6}, {'layer': '900mb', 'direction': 330, 'speed': 6}, {'layer': '850mb', 'direction': 320, 'speed': 6}, {'layer': '800mb', 'direction': 315, 'speed': 7}, {'layer': '750mb', 'direction': 315, 'speed': 7}, {'layer': '700mb', 'direction': 310, 'speed': 7}, {'layer': '650mb', 'direction': 310, 'speed': 6}, {'layer': '600mb', 'direction': 305, 'speed': 6}, {'layer': '550mb', 'direction': 305, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 9}, {'layer': '450mb', 'direction': 315, 'speed': 12}, {'layer': '400mb', 'direction': 325, 'speed': 11}, {'layer': '350mb', 'direction': 345, 'speed': 11}, {'layer': '300mb', 'direction': 335, 'speed': 12}, {'layer': '250mb', 'direction': 320, 'speed': 13}, {'layer': '200mb', 'direction': 315, 'speed': 13}]",22,-1,13,1006,rain,6,0,345,5,south africa
135,13,13,11,7,3,3,1,0,1,-1,-2,-1,7,16,13,-1,5,6,6,6,6,6,6,6,7,8,11,12,13,12,13,13,7,24,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 320, 'speed': 5}, {'layer': '900mb', 'direction': 315, 'speed': 6}, {'layer': '850mb', 'direction': 315, 'speed': 6}, {'layer': '800mb', 'direction': 315, 'speed': 6}, {'layer': '750mb', 'direction': 315, 'speed': 6}, {'layer': '700mb', 'direction': 315, 'speed': 6}, {'layer': '650mb', 'direction': 320, 'speed': 6}, {'layer': '600mb', 'direction': 315, 'speed': 6}, {'layer': '550mb', 'direction': 315, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 8}, {'layer': '450mb', 'direction': 315, 'speed': 11}, {'layer': '400mb', 'direction': 325, 'speed': 12}, {'layer': '350mb', 'direction': 325, 'speed': 13}, {'layer': '300mb', 'direction': 335, 'speed': 12}, {'layer': '250mb', 'direction': 320, 'speed': 13}, {'layer': '200mb', 'direction': 310, 'speed': 13}]",22,-4,12,1007,rain,6,0,315,5,south africa
136,12,10,10,7,3,3,2,6,6,3,1,-3,-4,-4,-3,-2,5,6,6,6,7,7,7,7,7,8,10,12,13,13,13,13,8,27,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 310, 'speed': 5}, {'layer': '900mb', 'direction': 305, 'speed': 6}, {'layer': '850mb', 'direction': 305, 'speed': 6}, {'layer': '800mb', 'direction': 315, 'speed': 6}, {'layer': '750mb', 'direction': 320, 'speed': 7}, {'layer': '700mb', 'direction': 325, 'speed': 7}, {'layer': '650mb', 'direction': 325, 'speed': 7}, {'layer': '600mb', 'direction': 320, 'speed': 7}, {'layer': '550mb', 'direction': 310, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 8}, {'layer': '450mb', 'direction': 320, 'speed': 10}, {'layer': '400mb', 'direction': 320, 'speed': 12}, {'layer': '350mb', 'direction': 320, 'speed': 13}, {'layer': '300mb', 'direction': 325, 'speed': 13}, {'layer': '250mb', 'direction': 320, 'speed': 13}, {'layer': '200mb', 'direction': 305, 'speed': 13}]",22,-4,11,1007,rain,6,0,310,5,south africa
137,13,12,7,9,9,3,-2,7,3,5,7,-3,-4,-4,-3,-1,5,6,6,6,7,7,7,7,7,7,9,13,13,13,13,13,9,30,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 305, 'speed': 5}, {'layer': '900mb', 'direction': 300, 'speed': 6}, {'layer': '850mb', 'direction': 305, 'speed': 6}, {'layer': '800mb', 'direction': 305, 'speed': 6}, {'layer': '750mb', 'direction': 315, 'speed': 7}, {'layer': '700mb', 'direction': 320, 'speed': 7}, {'layer': '650mb', 'direction': 325, 'speed': 7}, {'layer': '600mb', 'direction': 325, 'speed': 7}, {'layer': '550mb', 'direction': 320, 'speed': 7}, {'layer': '500mb', 'direction': 315, 'speed': 7}, {'layer': '450mb', 'direction': 310, 'speed': 9}, {'layer': '400mb', 'direction': 315, 'speed': 13}, {'layer': '350mb', 'direction': 320, 'speed': 13}, {'layer': '300mb', 'direction': 325, 'speed': 13}, {'layer': '250mb', 'direction': 315, 'speed': 13}, {'layer': '200mb', 'direction': 310, 'speed': 13}]",22,-4,11,1007,rain,6,0,310,5,south africa
138,14,12,11,9,9,9,9,9,10,9,7,-2,-3,-3,-3,-2,5,6,6,6,6,7,7,7,7,7,9,12,13,13,13,13,10,33,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 300, 'speed': 5}, {'layer': '900mb', 'direction': 295, 'speed': 6}, {'layer': '850mb', 'direction': 300, 'speed': 6}, {'layer': '800mb', 'direction': 300, 'speed': 6}, {'layer': '750mb', 'direction': 310, 'speed': 6}, {'layer': '700mb', 'direction': 315, 'speed': 7}, {'layer': '650mb', 'direction': 320, 'speed': 7}, {'layer': '600mb', 'direction': 325, 'speed': 7}, {'layer': '550mb', 'direction': 320, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 7}, {'layer': '450mb', 'direction': 310, 'speed': 9}, {'layer': '400mb', 'direction': 315, 'speed': 12}, {'layer': '350mb', 'direction': 325, 'speed': 13}, {'layer': '300mb', 'direction': 320, 'speed': 13}, {'layer': '250mb', 'direction': 315, 'speed': 13}, {'layer': '200mb', 'direction': 315, 'speed': 13}]",21,-4,12,1009,rain,6,0,300,5,south africa
139,13,13,12,7,6,7,9,9,9,9,6,-4,-3,-2,-3,-3,5,5,6,6,6,7,7,7,7,7,9,13,13,13,13,13,11,36,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 290, 'speed': 5}, {'layer': '900mb', 'direction': 290, 'speed': 5}, {'layer': '850mb', 'direction': 295, 'speed': 6}, {'layer': '800mb', 'direction': 300, 'speed': 6}, {'layer': '750mb', 'direction': 305, 'speed': 6}, {'layer': '700mb', 'direction': 315, 'speed': 7}, {'layer': '650mb', 'direction': 320, 'speed': 7}, {'layer': '600mb', 'direction': 315, 'speed': 7}, {'layer': '550mb', 'direction': 315, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 7}, {'layer': '450mb', 'direction': 315, 'speed': 9}, {'layer': '400mb', 'direction': 315, 'speed': 13}, {'layer': '350mb', 'direction': 320, 'speed': 13}, {'layer': '300mb', 'direction': 320, 'speed': 13}, {'layer': '250mb', 'direction': 315, 'speed': 13}, {'layer': '200mb', 'direction': 310, 'speed': 13}]",22,-4,11,1010,rain,6,0,295,4,south africa
140,12,13,9,6,8,8,8,10,10,11,8,-4,-2,-1,-3,-3,5,5,6,6,6,7,7,7,7,7,9,12,12,13,13,13,12,39,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 11}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 285, 'speed': 5}, {'layer': '900mb', 'direction': 285, 'speed': 5}, {'layer': '850mb', 'direction': 290, 'speed': 6}, {'layer': '800mb', 'direction': 295, 'speed': 6}, {'layer': '750mb', 'direction': 305, 'speed': 6}, {'layer': '700mb', 'direction': 310, 'speed': 7}, {'layer': '650mb', 'direction': 315, 'speed': 7}, {'layer': '600mb', 'direction': 315, 'speed': 7}, {'layer': '550mb', 'direction': 315, 'speed': 7}, {'layer': '500mb', 'direction': 310, 'speed': 7}, {'layer': '450mb', 'direction': 310, 'speed': 9}, {'layer': '400mb', 'direction': 315, 'speed': 12}, {'layer': '350mb', 'direction': 315, 'speed': 12}, {'layer': '300mb', 'direction': 320, 'speed': 13}, {'layer': '250mb', 'direction': 310, 'speed': 13}, {'layer': '200mb', 'direction': 310, 'speed': 13}]",22,-4,11,1009,rain,6,0,285,4,south africa
141,12,14,11,8,8,9,9,6,3,1,0,-4,-1,1,-3,-3,5,5,5,6,6,6,7,7,7,7,9,12,12,13,13,13,13,42,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 285, 'speed': 5}, {'layer': '900mb', 'direction': 290, 'speed': 5}, {'layer': '850mb', 'direction': 290, 'speed': 5}, {'layer': '800mb', 'direction': 295, 'speed': 6}, {'layer': '750mb', 'direction': 300, 'speed': 6}, {'layer': '700mb', 'direction': 305, 'speed': 6}, {'layer': '650mb', 'direction': 305, 'speed': 7}, {'layer': '600mb', 'direction': 310, 'speed': 7}, {'layer': '550mb', 'direction': 305, 'speed': 7}, {'layer': '500mb', 'direction': 305, 'speed': 7}, {'layer': '450mb', 'direction': 305, 'speed': 9}, {'layer': '400mb', 'direction': 310, 'speed': 12}, {'layer': '350mb', 'direction': 315, 'speed': 12}, {'layer': '300mb', 'direction': 315, 'speed': 13}, {'layer': '250mb', 'direction': 310, 'speed': 13}, {'layer': '200mb', 'direction': 305, 'speed': 13}]",22,-1,10,1010,rain,6,0,285,4,south africa
142,13,14,10,9,8,6,1,-1,-3,-4,-3,-4,-3,-1,-3,-3,5,5,5,5,6,6,6,6,7,7,8,10,12,12,13,13,14,45,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 6}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 285, 'speed': 5}, {'layer': '900mb', 'direction': 290, 'speed': 5}, {'layer': '850mb', 'direction': 290, 'speed': 5}, {'layer': '800mb', 'direction': 290, 'speed': 5}, {'layer': '750mb', 'direction': 295, 'speed': 6}, {'layer': '700mb', 'direction': 305, 'speed': 6}, {'layer': '650mb', 'direction': 310, 'speed': 6}, {'layer': '600mb', 'direction': 305, 'speed': 6}, {'layer': '550mb', 'direction': 300, 'speed': 7}, {'layer': '500mb', 'direction': 300, 'speed': 7}, {'layer': '450mb', 'direction': 300, 'speed': 8}, {'layer': '400mb', 'direction': 305, 'speed': 10}, {'layer': '350mb', 'direction': 315, 'speed': 12}, {'layer': '300mb', 'direction': 310, 'speed': 12}, {'layer': '250mb', 'direction': 305, 'speed': 13}, {'layer': '200mb', 'direction': 305, 'speed': 13}]",21,-1,10,1011,rain,6,0,285,4,south africa
143,12,14,9,3,0,-3,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,5,5,5,6,6,6,6,6,7,7,8,9,10,12,13,13,15,48,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 295, 'speed': 5}, {'layer': '900mb', 'direction': 290, 'speed': 5}, {'layer': '850mb', 'direction': 295, 'speed': 5}, {'layer': '800mb', 'direction': 300, 'speed': 6}, {'layer': '750mb', 'direction': 300, 'speed': 6}, {'layer': '700mb', 'direction': 300, 'speed': 6}, {'layer': '650mb', 'direction': 305, 'speed': 6}, {'layer': '600mb', 'direction': 300, 'speed': 6}, {'layer': '550mb', 'direction': 295, 'speed': 7}, {'layer': '500mb', 'direction': 295, 'speed': 7}, {'layer': '450mb', 'direction': 295, 'speed': 8}, {'layer': '400mb', 'direction': 300, 'speed': 9}, {'layer': '350mb', 'direction': 300, 'speed': 10}, {'layer': '300mb', 'direction': 305, 'speed': 12}, {'layer': '250mb', 'direction': 305, 'speed': 13}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,-1,10,1012,rain,6,0,295,4,south africa
144,12,15,11,6,6,7,7,-4,-3,-3,-3,-2,-2,-3,-3,-2,5,5,5,5,5,5,6,6,7,7,8,9,10,11,13,13,16,51,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 285, 'speed': 5}, {'layer': '900mb', 'direction': 285, 'speed': 5}, {'layer': '850mb', 'direction': 290, 'speed': 5}, {'layer': '800mb', 'direction': 290, 'speed': 5}, {'layer': '750mb', 'direction': 290, 'speed': 5}, {'layer': '700mb', 'direction': 300, 'speed': 5}, {'layer': '650mb', 'direction': 300, 'speed': 6}, {'layer': '600mb', 'direction': 295, 'speed': 6}, {'layer': '550mb', 'direction': 295, 'speed': 7}, {'layer': '500mb', 'direction': 295, 'speed': 7}, {'layer': '450mb', 'direction': 295, 'speed': 8}, {'layer': '400mb', 'direction': 300, 'speed': 9}, {'layer': '350mb', 'direction': 300, 'speed': 10}, {'layer': '300mb', 'direction': 300, 'speed': 11}, {'layer': '250mb', 'direction': 300, 'speed': 13}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,-1,10,1012,rain,6,0,290,5,south africa
145,11,14,9,6,7,10,0,-3,-2,-1,-2,-3,-3,-3,-3,-2,5,5,5,5,5,6,6,6,7,7,9,10,11,12,13,13,17,54,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 275, 'speed': 5}, {'layer': '900mb', 'direction': 275, 'speed': 5}, {'layer': '850mb', 'direction': 280, 'speed': 5}, {'layer': '800mb', 'direction': 285, 'speed': 5}, {'layer': '750mb', 'direction': 290, 'speed': 5}, {'layer': '700mb', 'direction': 300, 'speed': 6}, {'layer': '650mb', 'direction': 300, 'speed': 6}, {'layer': '600mb', 'direction': 300, 'speed': 6}, {'layer': '550mb', 'direction': 300, 'speed': 7}, {'layer': '500mb', 'direction': 300, 'speed': 7}, {'layer': '450mb', 'direction': 305, 'speed': 9}, {'layer': '400mb', 'direction': 300, 'speed': 10}, {'layer': '350mb', 'direction': 300, 'speed': 11}, {'layer': '300mb', 'direction': 300, 'speed': 12}, {'layer': '250mb', 'direction': 300, 'speed': 13}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,-1,9,1013,rain,6,0,275,4,south africa
146,10,14,5,7,7,4,-2,-1,-1,-2,-4,-4,-4,-3,-3,-2,5,5,5,5,6,6,6,6,7,7,8,9,10,11,13,13,18,57,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 4}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 270, 'speed': 5}, {'layer': '900mb', 'direction': 270, 'speed': 5}, {'layer': '850mb', 'direction': 275, 'speed': 5}, {'layer': '800mb', 'direction': 285, 'speed': 5}, {'layer': '750mb', 'direction': 290, 'speed': 6}, {'layer': '700mb', 'direction': 290, 'speed': 6}, {'layer': '650mb', 'direction': 285, 'speed': 6}, {'layer': '600mb', 'direction': 290, 'speed': 6}, {'layer': '550mb', 'direction': 295, 'speed': 7}, {'layer': '500mb', 'direction': 295, 'speed': 7}, {'layer': '450mb', 'direction': 295, 'speed': 8}, {'layer': '400mb', 'direction': 295, 'speed': 9}, {'layer': '350mb', 'direction': 295, 'speed': 10}, {'layer': '300mb', 'direction': 295, 'speed': 11}, {'layer': '250mb', 'direction': 300, 'speed': 13}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,-1,8,1015,none,6,0,270,4,south africa
147,11,14,12,10,6,0,-3,-4,-3,-3,-3,-3,-3,-3,-2,-2,5,5,5,5,5,5,5,6,6,6,7,8,9,11,12,13,19,60,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 265, 'speed': 5}, {'layer': '900mb', 'direction': 270, 'speed': 5}, {'layer': '850mb', 'direction': 275, 'speed': 5}, {'layer': '800mb', 'direction': 280, 'speed': 5}, {'layer': '750mb', 'direction': 285, 'speed': 5}, {'layer': '700mb', 'direction': 285, 'speed': 5}, {'layer': '650mb', 'direction': 285, 'speed': 5}, {'layer': '600mb', 'direction': 280, 'speed': 6}, {'layer': '550mb', 'direction': 280, 'speed': 6}, {'layer': '500mb', 'direction': 280, 'speed': 6}, {'layer': '450mb', 'direction': 280, 'speed': 7}, {'layer': '400mb', 'direction': 290, 'speed': 8}, {'layer': '350mb', 'direction': 290, 'speed': 9}, {'layer': '300mb', 'direction': 295, 'speed': 11}, {'layer': '250mb', 'direction': 300, 'speed': 12}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,2,9,1016,none,6,0,265,4,south africa
148,10,14,15,9,1,-2,-3,-3,-3,-3,-2,-2,-2,-3,-1,-1,5,5,5,6,6,6,6,6,6,6,7,7,8,9,11,13,20,63,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 275, 'speed': 5}, {'layer': '900mb', 'direction': 275, 'speed': 5}, {'layer': '850mb', 'direction': 280, 'speed': 5}, {'layer': '800mb', 'direction': 290, 'speed': 6}, {'layer': '750mb', 'direction': 290, 'speed': 6}, {'layer': '700mb', 'direction': 285, 'speed': 6}, {'layer': '650mb', 'direction': 285, 'speed': 6}, {'layer': '600mb', 'direction': 285, 'speed': 6}, {'layer': '550mb', 'direction': 285, 'speed': 6}, {'layer': '500mb', 'direction': 285, 'speed': 6}, {'layer': '450mb', 'direction': 280, 'speed': 7}, {'layer': '400mb', 'direction': 275, 'speed': 7}, {'layer': '350mb', 'direction': 285, 'speed': 8}, {'layer': '300mb', 'direction': 290, 'speed': 9}, {'layer': '250mb', 'direction': 300, 'speed': 11}, {'layer': '200mb', 'direction': 300, 'speed': 13}]",21,2,8,1015,rain,6,0,270,5,south africa
